ts_code,symbol,name,area,industry
301123.SZ,301123,奕东电子,广东,元器件
301125.SZ,301125,腾亚精工,江苏,机械基件
301126.SZ,301126,达嘉维康,湖南,医药商业
301127.SZ,301127,武汉天源,湖北,环境保护
301128.SZ,301128,强瑞技术,深圳,专用机械
301129.SZ,301129,瑞纳智能,安徽,电器仪表
301130.SZ,301130,西点药业,吉林,化学制药
301131.SZ,301131,聚赛龙,广东,塑料
301132.SZ,301132,满坤科技,江西,元器件
301133.SZ,301133,金钟股份,广东,汽车配件
301135.SZ,301135,瑞德智能,广东,元器件
301136.SZ,301136,招标股份,福建,建筑工程
301137.SZ,301137,哈焊华通,江苏,机械基件
301138.SZ,301138,华研精机,广东,专用机械
301139.SZ,301139,元道通信,新疆,通信设备
301141.SZ,301141,中科磁业,浙江,矿物制品
301148.SZ,301148,嘉戎技术,福建,环境保护
301149.SZ,301149,隆华新材,山东,化工原料
301150.SZ,301150,中一科技,湖北,电气设备
301151.SZ,301151,冠龙节能,上海,机械基件
301152.SZ,301152,天力锂能,河南,小金属
301153.SZ,301153,中科江南,北京,软件服务
301155.SZ,301155,海力风电,江苏,电气设备
301156.SZ,301156,美农生物,上海,饲料
301157.SZ,301157,华塑科技,浙江,电气设备
301158.SZ,301158,德石股份,山东,专用机械
301159.SZ,301159,三维天地,北京,软件服务
301160.SZ,301160,翔楼新材,江苏,机械基件
301161.SZ,301161,唯万密封,上海,工程机械
301162.SZ,301162,国能日新,北京,软件服务
301163.SZ,301163,宏德股份,江苏,电气设备
301165.SZ,301165,锐捷网络,福建,通信设备
301166.SZ,301166,优宁维,上海,医药商业
301167.SZ,301167,建研设计,安徽,建筑工程
301168.SZ,301168,通灵股份,江苏,电气设备
301169.SZ,301169,零点有数,北京,文教休闲
301170.SZ,301170,锡南科技,江苏,汽车配件
301171.SZ,301171,易点天下,陕西,互联网
301172.SZ,301172,君逸数码,四川,软件服务
301173.SZ,301173,毓恬冠佳,上海,汽车配件
301175.SZ,301175,中科环保,北京,环境保护
301176.SZ,301176,逸豪新材,江西,元器件
301177.SZ,301177,迪阿股份,深圳,服饰
301178.SZ,301178,天亿马,广东,软件服务
301179.SZ,301179,泽宇智能,江苏,软件服务
301180.SZ,301180,万祥科技,江苏,元器件
301181.SZ,301181,标榜股份,江苏,汽车配件
301182.SZ,301182,凯旺科技,河南,元器件
301183.SZ,301183,东田微,湖北,元器件
301185.SZ,301185,鸥玛软件,山东,软件服务
301186.SZ,301186,超达装备,江苏,专用机械
301187.SZ,301187,欧圣电气,江苏,家用电器
301188.SZ,301188,力诺药包,山东,玻璃
301189.SZ,301189,奥尼电子,深圳,IT设备
301190.SZ,301190,善水科技,江西,染料涂料
301191.SZ,301191,菲菱科思,深圳,通信设备
301192.SZ,301192,泰祥股份,湖北,汽车配件
301193.SZ,301193,家联科技,浙江,家居用品
301195.SZ,301195,北路智控,江苏,软件服务
301196.SZ,301196,唯科科技,福建,专用机械
301197.SZ,301197,工大科雅,河北,软件服务
301198.SZ,301198,喜悦智行,浙江,塑料
301199.SZ,301199,迈赫股份,山东,专用机械
301200.SZ,301200,大族数控,深圳,专用机械
301201.SZ,301201,诚达药业,浙江,生物制药
301202.SZ,301202,朗威股份,江苏,机械基件
301203.SZ,301203,国泰环保,浙江,环境保护
301205.SZ,301205,联特科技,湖北,通信设备
301206.SZ,301206,三元生物,山东,食品
301207.SZ,301207,华兰疫苗,河南,生物制药
301208.SZ,301208,中亦科技,北京,软件服务
301209.SZ,301209,联合化学,山东,染料涂料
301210.SZ,301210,金杨股份,江苏,电气设备
301211.SZ,301211,亨迪药业,湖北,化学制药
301212.SZ,301212,联盛化学,浙江,化工原料
301213.SZ,301213,观想科技,四川,软件服务
301215.SZ,301215,中汽股份,江苏,汽车服务
301216.SZ,301216,万凯新材,浙江,化工原料
301217.SZ,301217,铜冠铜箔,安徽,元器件
301218.SZ,301218,华是科技,浙江,软件服务
301219.SZ,301219,腾远钴业,江西,小金属
301220.SZ,301220,亚香股份,江苏,化工原料
301221.SZ,301221,光庭信息,湖北,软件服务
301222.SZ,301222,浙江恒威,浙江,电气设备
301223.SZ,301223,中荣股份,广东,广告包装
301225.SZ,301225,恒勃股份,浙江,汽车配件
301226.SZ,301226,祥明智能,江苏,电气设备
301227.SZ,301227,森鹰窗业,黑龙江,家居用品
301228.SZ,301228,实朴检测,上海,电器仪表
301229.SZ,301229,纽泰格,江苏,汽车配件
301230.SZ,301230,泓博医药,上海,生物制药
301231.SZ,301231,荣信文化,陕西,出版业
301232.SZ,301232,飞沃科技,湖南,机械基件
301233.SZ,301233,盛帮股份,四川,汽车配件
301234.SZ,301234,五洲医疗,安徽,医疗保健
301235.SZ,301235,华康洁净,湖北,医疗保健
301236.SZ,301236,软通动力,北京,软件服务
301237.SZ,301237,和顺科技,浙江,塑料
301238.SZ,301238,瑞泰新材,江苏,化工原料
301239.SZ,301239,普瑞眼科,四川,医疗保健
301246.SZ,301246,宏源药业,湖北,化学制药
301248.SZ,301248,杰创智能,广东,软件服务
301251.SZ,301251,威尔高,江西,元器件
301252.SZ,301252,同星科技,浙江,机械基件
301255.SZ,301255,通力科技,浙江,机械基件
301256.SZ,301256,华融化学,四川,化工原料
301257.SZ,301257,普蕊斯,上海,医疗保健
301258.SZ,301258,富士莱,江苏,化学制药
301259.SZ,301259,艾布鲁,湖南,环境保护
301260.SZ,301260,格力博,江苏,专用机械
301261.SZ,301261,恒工精密,河北,机械基件
301262.SZ,301262,海看股份,山东,影视音像
301263.SZ,301263,泰恩康,广东,医药商业
301265.SZ,301265,华新环保,北京,环境保护
301266.SZ,301266,宇邦新材,江苏,电气设备
301267.SZ,301267,华厦眼科,福建,医疗保健
301268.SZ,301268,铭利达,深圳,机械基件
301269.SZ,301269,华大九天,北京,半导体
301270.SZ,301270,汉仪股份,北京,软件服务
301272.SZ,301272,英华特,江苏,专用机械
301273.SZ,301273,瑞晨环保,上海,机械基件
301275.SZ,301275,汉朔科技,浙江,元器件
301276.SZ,301276,嘉曼服饰,北京,服饰
301277.SZ,301277,新天地,河南,化学制药
301278.SZ,301278,快可电子,江苏,电气设备
301279.SZ,301279,金道科技,浙江,工程机械
301280.SZ,301280,珠城科技,浙江,元器件
301281.SZ,301281,科源制药,山东,化学制药
301282.SZ,301282,金禄电子,广东,元器件
301283.SZ,301283,聚胶股份,广东,日用化工
301285.SZ,301285,鸿日达,江苏,元器件
301286.SZ,301286,侨源股份,四川,化工原料
301287.SZ,301287,康力源,江苏,文教休闲
301288.SZ,301288,*ST清研,深圳,环境保护
301289.SZ,301289,国缆检测,上海,电器仪表
301290.SZ,301290,东星医疗,江苏,医疗保健
301291.SZ,301291,明阳电气,广东,电气设备
301292.SZ,301292,海科新源,山东,化工原料
301293.SZ,301293,三博脑科,北京,医疗保健
301295.SZ,301295,美硕科技,浙江,电气设备
301296.SZ,301296,新巨丰,山东,广告包装
301297.SZ,301297,富乐德,安徽,半导体
301298.SZ,301298,东利机械,河北,汽车配件
301299.SZ,301299,卓创资讯,山东,互联网
301300.SZ,301300,远翔新材,福建,化工原料
301301.SZ,301301,川宁生物,新疆,化学制药
301302.SZ,301302,华如科技,北京,软件服务
301303.SZ,301303,真兰仪表,上海,电器仪表
301305.SZ,301305,朗坤科技,深圳,环境保护
301306.SZ,301306,西测测试,陕西,航空
301307.SZ,301307,美利信,重庆,通信设备
301308.SZ,301308,江波龙,深圳,半导体
301309.SZ,301309,万得凯,浙江,机械基件
301310.SZ,301310,鑫宏业,江苏,汽车配件
301311.SZ,301311,昆船智能,云南,机械基件
301312.SZ,301312,智立方,深圳,专用机械
301313.SZ,301313,凡拓数创,广东,文教休闲
301314.SZ,301314,科瑞思,广东,元器件
301315.SZ,301315,威士顿,上海,软件服务
301316.SZ,301316,慧博云通,浙江,软件服务
301317.SZ,301317,鑫磊股份,浙江,机械基件
301318.SZ,301318,维海德,深圳,IT设备
301319.SZ,301319,唯特偶,深圳,元器件
301320.SZ,301320,豪江智能,山东,电气设备
301321.SZ,301321,翰博高新,安徽,元器件
301322.SZ,301322,绿通科技,广东,摩托车
301323.SZ,301323,新莱福,广东,橡胶
301325.SZ,301325,曼恩斯特,深圳,专用机械
301326.SZ,301326,捷邦科技,广东,元器件
301327.SZ,301327,华宝新能,深圳,电气设备
301328.SZ,301328,维峰电子,广东,元器件
301329.SZ,301329,信音电子,江苏,元器件
301330.SZ,301330,熵基科技,广东,IT设备
301331.SZ,301331,恩威医药,西藏,中成药
301332.SZ,301332,德尔玛,广东,家用电器
301333.SZ,301333,诺思格,北京,医疗保健
301335.SZ,301335,天元宠物,浙江,文教休闲
301336.SZ,301336,趣睡科技,四川,家居用品
301337.SZ,301337,亚华电子,山东,软件服务
301338.SZ,301338,凯格精机,广东,专用机械
301339.SZ,301339,通行宝,江苏,IT设备
301345.SZ,301345,涛涛车业,浙江,摩托车
301348.SZ,301348,蓝箭电子,广东,半导体
301349.SZ,301349,信德新材,辽宁,化工原料
301353.SZ,301353,普莱得,浙江,专用机械
301355.SZ,301355,南王科技,福建,广告包装
301356.SZ,301356,天振股份,浙江,家居用品
301357.SZ,301357,北方长龙,陕西,专用机械
301358.SZ,301358,湖南裕能,湖南,电气设备
301359.SZ,301359,东南电子,浙江,元器件
301360.SZ,301360,荣旗科技,江苏,专用机械
301361.SZ,301361,众智科技,河南,电气设备
301362.SZ,301362,民爆光电,深圳,电气设备
301363.SZ,301363,美好医疗,深圳,医疗保健
301365.SZ,301365,矩阵股份,深圳,建筑工程
301366.SZ,301366,一博科技,深圳,元器件
301367.SZ,301367,瑞迈特,北京,医疗保健
301368.SZ,301368,丰立智能,浙江,机械基件
301369.SZ,301369,联动科技,广东,半导体
301370.SZ,301370,国科恒泰,北京,医药商业
301371.SZ,301371,敷尔佳,黑龙江,日用化工
301372.SZ,301372,科净源,北京,环境保护
301373.SZ,301373,凌玮科技,广东,化工原料
301376.SZ,301376,致欧科技,河南,家居用品
301377.SZ,301377,鼎泰高科,广东,机械基件
301378.SZ,301378,通达海,江苏,软件服务
301379.SZ,301379,天山电子,广西,元器件
301380.SZ,301380,挖金客,北京,软件服务
301381.SZ,301381,赛维时代,深圳,互联网
301382.SZ,301382,蜂助手,广东,互联网
301383.SZ,301383,天键股份,江西,元器件
301386.SZ,301386,未来电器,江苏,电气设备
301387.SZ,301387,光大同创,深圳,元器件
301388.SZ,301388,欣灵电气,浙江,电气设备
301389.SZ,301389,隆扬电子,江苏,元器件
301390.SZ,301390,经纬股份,浙江,建筑工程
301391.SZ,301391,卡莱特,深圳,IT设备
301392.SZ,301392,汇成真空,广东,专用机械
301393.SZ,301393,昊帆生物,江苏,化工原料
301395.SZ,301395,仁信新材,广东,化工原料
301396.SZ,301396,宏景科技,广东,软件服务
301397.SZ,301397,溯联股份,重庆,汽车配件
301398.SZ,301398,星源卓镁,浙江,汽车配件
301399.SZ,301399,英特科技,浙江,机械基件
301408.SZ,301408,华人健康,安徽,医药商业
301413.SZ,301413,安培龙,深圳,电器仪表
301418.SZ,301418,协昌科技,江苏,电气设备
301419.SZ,301419,阿莱德,上海,通信设备
301421.SZ,301421,波长光电,江苏,元器件
301428.SZ,301428,世纪恒通,贵州,互联网
301429.SZ,301429,森泰股份,安徽,其他建材
301439.SZ,301439,泓淋电力,山东,电气设备
301446.SZ,301446,福事特,江西,机械基件
301448.SZ,301448,开创电气,浙江,机械基件
301456.SZ,301456,盘古智能,山东,电气设备
301458.SZ,301458,钧崴电子,广东,元器件
301459.SZ,301459,丰茂股份,浙江,汽车配件
301468.SZ,301468,博盈特焊,广东,专用机械
301469.SZ,301469,恒达新材,浙江,造纸
301479.SZ,301479,弘景光电,广东,元器件
301486.SZ,301486,致尚科技,深圳,元器件
301487.SZ,301487,盟固利,天津,化工原料
301488.SZ,301488,豪恩汽电,深圳,汽车配件
301489.SZ,301489,思泉新材,广东,元器件
301491.SZ,301491,汉桑科技,江苏,IT设备
301498.SZ,301498,乖宝宠物,山东,饲料
301499.SZ,301499,维科精密,上海,汽车配件
301500.SZ,301500,飞南资源,广东,环境保护
301501.SZ,301501,恒鑫生活,安徽,造纸
301502.SZ,301502,华阳智能,江苏,电气设备
301503.SZ,301503,智迪科技,广东,IT设备
301505.SZ,301505,苏州规划,江苏,建筑工程
301507.SZ,301507,民生健康,浙江,化学制药
301508.SZ,301508,中机认检,北京,电器仪表
301509.SZ,301509,金凯生科,辽宁,化学制药
301510.SZ,301510,固高科技,深圳,电器仪表
301511.SZ,301511,德福科技,江西,电气设备
301512.SZ,301512,智信精密,深圳,专用机械
301515.SZ,301515,港通医疗,四川,医疗保健
301516.SZ,301516,中远通,深圳,电气设备
301517.SZ,301517,陕西华达,陕西,元器件
301518.SZ,301518,长华化学,江苏,化工原料
301519.SZ,301519,舜禹股份,安徽,专用机械
301520.SZ,301520,万邦医药,安徽,生物制药
301522.SZ,301522,上大股份,河北,小金属
301525.SZ,301525,儒竞科技,上海,家用电器
301526.SZ,301526,国际复材,重庆,玻璃
301528.SZ,301528,多浦乐,广东,电器仪表
301529.SZ,301529,福赛科技,安徽,汽车配件
301533.SZ,301533,威马农机,重庆,农用机械
301535.SZ,301535,浙江华远,浙江,汽车配件
301536.SZ,301536,星宸科技,福建,半导体
301538.SZ,301538,骏鼎达,深圳,塑料
301539.SZ,301539,宏鑫科技,浙江,汽车配件
301548.SZ,301548,崇德科技,湖南,机械基件
301550.SZ,301550,斯菱股份,浙江,汽车配件
301551.SZ,301551,无线传媒,河北,影视音像
301552.SZ,301552,科力装备,河北,汽车配件
301555.SZ,301555,惠柏新材,上海,化工原料
301556.SZ,301556,托普云农,浙江,软件服务
301557.SZ,301557,常友科技,江苏,电气设备
301558.SZ,301558,三态股份,深圳,互联网
301559.SZ,301559,中集环科,江苏,专用机械
301560.SZ,301560,众捷汽车,江苏,汽车配件
301565.SZ,301565,中仑新材,福建,塑料
301566.SZ,301566,达利凯普,辽宁,元器件
301567.SZ,301567,贝隆精密,浙江,元器件
301568.SZ,301568,思泰克,福建,专用机械
301571.SZ,301571,国科天成,北京,元器件
301575.SZ,301575,艾芬达,江西,家居用品
301577.SZ,301577,美信科技,广东,元器件
301578.SZ,301578,辰奕智能,广东,IT设备
301580.SZ,301580,爱迪特,河北,医疗保健
301581.SZ,301581,黄山谷捷,安徽,半导体
301585.SZ,301585,蓝宇股份,浙江,染料涂料
301586.SZ,301586,佳力奇,安徽,航空
301587.SZ,301587,中瑞股份,江苏,电气设备
301588.SZ,301588,美新科技,广东,家居用品
301589.SZ,301589,诺瓦星云,陕西,IT设备
301590.SZ,301590,优优绿能,深圳,电气设备
301591.SZ,301591,肯特股份,江苏,塑料
301592.SZ,301592,六九一二,四川,软件服务
301595.SZ,301595,太力科技,广东,橡胶
301596.SZ,301596,瑞迪智驱,四川,机械基件
301598.SZ,301598,博科测试,北京,专用机械
301600.SZ,301600,慧翰股份,福建,通信设备
301601.SZ,301601,惠通科技,江苏,专用机械
301602.SZ,301602,超研股份,广东,医疗保健
301603.SZ,301603,乔锋智能,广东,机床制造
301606.SZ,301606,绿联科技,深圳,元器件
301607.SZ,301607,富特科技,浙江,汽车配件
301608.SZ,301608,博实结,深圳,通信设备
301609.SZ,301609,山大电力,山东,电气设备
301611.SZ,301611,珂玛科技,江苏,半导体
301613.SZ,301613,新铝时代,重庆,汽车配件
301616.SZ,301616,浙江华业,浙江,机械基件
301617.SZ,301617,博苑股份,山东,化工原料
301618.SZ,301618,长联科技,广东,染料涂料
301622.SZ,301622,英思特,内蒙,矿物制品
301626.SZ,301626,苏州天脉,江苏,元器件
301628.SZ,301628,强达电路,深圳,元器件
301629.SZ,301629,矽电股份,深圳,半导体
301630.SZ,301630,同宇新材,广东,化工原料
301631.SZ,301631,壹连科技,深圳,元器件
301632.SZ,301632,广东建科,广东,建筑工程
301633.SZ,301633,港迪技术,湖北,专用机械
301636.SZ,301636,泽润新能,江苏,电气设备
301658.SZ,301658,首航新能,深圳,电气设备
301662.SZ,301662,宏工科技,广东,专用机械
301665.SZ,301665,泰禾股份,江苏,农药化肥
301678.SZ,301678,新恒汇,山东,半导体
302132.SZ,302132,中航成飞,陕西,电器仪表
430017.BJ,430017,星昊医药,北京,化学制药
430047.BJ,430047,诺思兰德,北京,生物制药
430090.BJ,430090,同辉信息,北京,IT设备
430139.BJ,430139,华岭股份,上海,半导体
430198.BJ,430198,微创光电,湖北,IT设备
430300.BJ,430300,辰光医疗,上海,医疗保健
430418.BJ,430418,苏轴股份,江苏,汽车配件
430425.BJ,430425,乐创技术,四川,专用机械
430476.BJ,430476,海能技术,山东,电器仪表
430478.BJ,430478,峆一药业,安徽,化学制药
430510.BJ,430510,丰光精密,山东,机械基件
430556.BJ,430556,雅达股份,广东,电器仪表
430564.BJ,430564,天润科技,陕西,软件服务
430685.BJ,430685,新芝生物,浙江,电器仪表
430718.BJ,430718,合肥高科,安徽,家用电器
600000.SH,600000,浦发银行,上海,银行
600004.SH,600004,白云机场,广东,机场
600006.SH,600006,东风股份,湖北,汽车整车
600007.SH,600007,中国国贸,北京,园区开发
600008.SH,600008,首创环保,北京,水务
600009.SH,600009,上海机场,上海,机场
600010.SH,600010,包钢股份,内蒙,普钢
600011.SH,600011,华能国际,北京,火力发电
600012.SH,600012,皖通高速,安徽,路桥
600015.SH,600015,华夏银行,北京,银行
600016.SH,600016,民生银行,北京,银行
600017.SH,600017,日照港,山东,港口
600018.SH,600018,上港集团,上海,港口
600019.SH,600019,宝钢股份,上海,普钢
600020.SH,600020,中原高速,河南,路桥
600021.SH,600021,上海电力,上海,火力发电
600022.SH,600022,山东钢铁,山东,普钢
600023.SH,600023,浙能电力,浙江,火力发电
600025.SH,600025,华能水电,云南,水力发电
600026.SH,600026,中远海能,上海,水运
600027.SH,600027,华电国际,山东,火力发电
600028.SH,600028,中国石化,北京,石油加工
600029.SH,600029,南方航空,广东,空运
600030.SH,600030,中信证券,深圳,证券
600031.SH,600031,三一重工,北京,工程机械
600032.SH,600032,浙江新能,浙江,新型电力
600033.SH,600033,福建高速,福建,路桥
600035.SH,600035,楚天高速,湖北,路桥
600036.SH,600036,招商银行,深圳,银行
600037.SH,600037,歌华有线,北京,影视音像
600038.SH,600038,中直股份,黑龙江,航空
600039.SH,600039,四川路桥,四川,建筑工程
600048.SH,600048,保利发展,广东,全国地产
600050.SH,600050,中国联通,北京,电信运营
600051.SH,600051,宁波联合,浙江,综合类
600052.SH,600052,东望时代,浙江,供气供热
600053.SH,600053,九鼎投资,江西,多元金融
600054.SH,600054,黄山旅游,安徽,旅游景点
600055.SH,600055,万东医疗,北京,医疗保健
600056.SH,600056,中国医药,北京,医药商业
600057.SH,600057,厦门象屿,福建,仓储物流
600058.SH,600058,五矿发展,北京,商贸代理
600059.SH,600059,古越龙山,浙江,红黄酒
600060.SH,600060,海信视像,山东,家用电器
600061.SH,600061,国投资本,上海,证券
600062.SH,600062,华润双鹤,北京,化学制药
600063.SH,600063,皖维高新,安徽,化纤
600064.SH,600064,南京高科,江苏,园区开发
600066.SH,600066,宇通客车,河南,汽车整车
600067.SH,600067,冠城新材,福建,电气设备
600071.SH,600071,凤凰光学,江西,元器件
600072.SH,600072,中船科技,上海,电气设备
600073.SH,600073,光明肉业,上海,食品
600075.SH,600075,新疆天业,新疆,化工原料
600076.SH,600076,康欣新材,山东,广告包装
600078.SH,600078,澄星股份,江苏,化工原料
600079.SH,600079,人福医药,湖北,化学制药
600080.SH,600080,金花股份,陕西,中成药
600081.SH,600081,东风科技,上海,汽车配件
600082.SH,600082,海泰发展,天津,园区开发
600084.SH,600084,中信尼雅,新疆,红黄酒
600085.SH,600085,同仁堂,北京,中成药
600088.SH,600088,中视传媒,上海,影视音像
600089.SH,600089,特变电工,新疆,电气设备
600094.SH,600094,大名城,上海,区域地产
600095.SH,600095,湘财股份,黑龙江,证券
600096.SH,600096,云天化,云南,农药化肥
600097.SH,600097,开创国际,上海,渔业
600098.SH,600098,广州发展,广东,火力发电
600099.SH,600099,林海股份,江苏,汽车整车
600100.SH,600100,同方股份,北京,IT设备
600101.SH,600101,明星电力,四川,水力发电
600103.SH,600103,青山纸业,福建,造纸
600104.SH,600104,上汽集团,上海,汽车整车
600105.SH,600105,永鼎股份,江苏,通信设备
600106.SH,600106,重庆路桥,重庆,路桥
600107.SH,600107,ST尔雅,湖北,服饰
600108.SH,600108,亚盛集团,甘肃,种植业
600109.SH,600109,国金证券,四川,证券
600110.SH,600110,诺德股份,吉林,电气设备
600111.SH,600111,北方稀土,内蒙,小金属
600113.SH,600113,浙江东日,浙江,区域地产
600114.SH,600114,东睦股份,浙江,机械基件
600115.SH,600115,中国东航,上海,空运
600116.SH,600116,三峡水利,重庆,水力发电
600117.SH,600117,西宁特钢,青海,特种钢
600118.SH,600118,中国卫星,北京,航空
600119.SH,600119,长江投资,上海,仓储物流
600120.SH,600120,浙江东方,浙江,多元金融
600121.SH,600121,郑州煤电,河南,煤炭开采
600123.SH,600123,兰花科创,山西,煤炭开采
600125.SH,600125,铁龙物流,辽宁,铁路
600126.SH,600126,杭钢股份,浙江,普钢
600127.SH,600127,金健米业,湖南,农业综合
600128.SH,600128,苏豪弘业,江苏,商贸代理
600129.SH,600129,太极集团,重庆,中成药
600130.SH,600130,*ST波导,浙江,元器件
600131.SH,600131,国网信通,四川,通信设备
600132.SH,600132,重庆啤酒,重庆,啤酒
600133.SH,600133,东湖高新,湖北,建筑工程
600135.SH,600135,乐凯胶片,河北,塑料
600136.SH,600136,ST明诚,湖北,房产服务
600137.SH,600137,浪莎股份,四川,服饰
600138.SH,600138,中青旅,北京,旅游景点
600141.SH,600141,兴发集团,湖北,农药化肥
600143.SH,600143,金发科技,广东,塑料
600148.SH,600148,长春一东,吉林,汽车配件
600149.SH,600149,廊坊发展,河北,综合类
600150.SH,600150,中国船舶,上海,船舶
600151.SH,600151,航天机电,上海,汽车配件
600152.SH,600152,维科技术,浙江,电气设备
600153.SH,600153,建发股份,福建,仓储物流
600155.SH,600155,华创云信,北京,证券
600156.SH,600156,华升股份,湖南,纺织
600157.SH,600157,永泰能源,山西,火力发电
600158.SH,600158,中体产业,天津,文教休闲
600159.SH,600159,大龙地产,北京,区域地产
600160.SH,600160,巨化股份,浙江,化工原料
600161.SH,600161,天坛生物,北京,生物制药
600162.SH,600162,香江控股,深圳,全国地产
600163.SH,600163,中闽能源,福建,新型电力
600165.SH,600165,ST宁科,宁夏,化工原料
600166.SH,600166,福田汽车,北京,汽车整车
600167.SH,600167,联美控股,辽宁,供气供热
600168.SH,600168,武汉控股,湖北,水务
600169.SH,600169,太原重工,山西,工程机械
600170.SH,600170,上海建工,上海,建筑工程
600171.SH,600171,上海贝岭,上海,半导体
600172.SH,600172,黄河旋风,河南,矿物制品
600173.SH,600173,卧龙新能,浙江,全国地产
600176.SH,600176,中国巨石,浙江,玻璃
600177.SH,600177,雅戈尔,浙江,服饰
600178.SH,600178,东安动力,黑龙江,汽车配件
600179.SH,600179,安通控股,黑龙江,水运
600180.SH,600180,瑞茂通,山东,仓储物流
600182.SH,600182,S佳通,黑龙江,汽车配件
600183.SH,600183,生益科技,广东,元器件
600184.SH,600184,光电股份,湖北,专用机械
600185.SH,600185,珠免集团,广东,区域地产
600186.SH,600186,莲花控股,河南,食品
600187.SH,600187,国中水务,黑龙江,水务
600188.SH,600188,兖矿能源,山东,煤炭开采
600189.SH,600189,泉阳泉,吉林,软饮料
600191.SH,600191,华资实业,内蒙,食品
600192.SH,600192,长城电工,甘肃,电气设备
600193.SH,600193,*ST创兴,上海,装修装饰
600195.SH,600195,中牧股份,北京,农业综合
600196.SH,600196,复星医药,上海,化学制药
600197.SH,600197,伊力特,新疆,白酒
600198.SH,600198,大唐电信,北京,通信设备
600199.SH,600199,金种子酒,安徽,白酒
600200.SH,600200,*ST苏吴,江苏,化学制药
600201.SH,600201,生物股份,内蒙,农业综合
600202.SH,600202,哈空调,黑龙江,专用机械
600203.SH,600203,福日电子,福建,元器件
600206.SH,600206,有研新材,北京,半导体
600207.SH,600207,安彩高科,河南,电气设备
600208.SH,600208,衢州发展,浙江,全国地产
600210.SH,600210,紫江企业,上海,广告包装
600211.SH,600211,西藏药业,西藏,生物制药
600212.SH,600212,绿能慧充,山东,电气设备
600215.SH,600215,派斯林,吉林,专用机械
600216.SH,600216,浙江医药,浙江,化学制药
600217.SH,600217,中再资环,陕西,环境保护
600218.SH,600218,全柴动力,安徽,汽车配件
600219.SH,600219,南山铝业,山东,铝
600221.SH,600221,海航控股,海南,空运
600222.SH,600222,太龙药业,河南,中成药
600223.SH,600223,福瑞达,山东,日用化工
600226.SH,600226,亨通股份,浙江,供气供热
600227.SH,600227,赤天化,贵州,农药化肥
600228.SH,600228,*ST返利,江西,互联网
600229.SH,600229,城市传媒,山东,出版业
600230.SH,600230,沧州大化,河北,化工原料
600231.SH,600231,凌钢股份,辽宁,普钢
600232.SH,600232,金鹰股份,浙江,纺织机械
600233.SH,600233,圆通速递,辽宁,仓储物流
600234.SH,600234,科新发展,山西,装修装饰
600235.SH,600235,民丰特纸,浙江,造纸
600236.SH,600236,桂冠电力,广西,水力发电
600237.SH,600237,铜峰电子,安徽,元器件
600238.SH,600238,*ST椰岛,海南,红黄酒
600239.SH,600239,云南城投,云南,区域地产
600241.SH,600241,时代万恒,辽宁,电气设备
600243.SH,600243,*ST海华,青海,运输设备
600246.SH,600246,万通发展,北京,区域地产
600248.SH,600248,陕建股份,陕西,建筑工程
600249.SH,600249,两面针,广西,日用化工
600250.SH,600250,南京商旅,江苏,商贸代理
600251.SH,600251,冠农股份,新疆,农业综合
600252.SH,600252,中恒集团,广西,中成药
600255.SH,600255,鑫科材料,安徽,小金属
600256.SH,600256,广汇能源,新疆,石油开采
600257.SH,600257,大湖股份,湖南,渔业
600258.SH,600258,首旅酒店,北京,酒店餐饮
600259.SH,600259,广晟有色,海南,小金属
600261.SH,600261,阳光照明,浙江,家用电器
600262.SH,600262,北方股份,内蒙,专用机械
600265.SH,600265,ST景谷,云南,林业
600266.SH,600266,城建发展,北京,区域地产
600267.SH,600267,海正药业,浙江,化学制药
600268.SH,600268,国电南自,江苏,电气设备
600269.SH,600269,赣粤高速,江西,路桥
600271.SH,600271,航天信息,北京,软件服务
600272.SH,600272,开开实业,上海,医药商业
600273.SH,600273,嘉化能源,浙江,化工原料
600276.SH,600276,恒瑞医药,江苏,化学制药
600278.SH,600278,东方创业,上海,商贸代理
600279.SH,600279,重庆港,重庆,港口
600280.SH,600280,中央商场,江苏,百货
600281.SH,600281,华阳新材,山西,小金属
600282.SH,600282,南钢股份,江苏,普钢
600283.SH,600283,钱江水利,浙江,水务
600284.SH,600284,浦东建设,上海,建筑工程
600285.SH,600285,羚锐制药,河南,中成药
600287.SH,600287,江苏舜天,江苏,商贸代理
600288.SH,600288,大恒科技,北京,元器件
600289.SH,600289,ST信通,黑龙江,软件服务
600292.SH,600292,远达环保,重庆,环境保护
600293.SH,600293,三峡新材,湖北,玻璃
600295.SH,600295,鄂尔多斯,内蒙,特种钢
600298.SH,600298,安琪酵母,湖北,食品
600299.SH,600299,安迪苏,北京,饲料
600300.SH,600300,维维股份,江苏,软饮料
600301.SH,600301,华锡有色,广西,小金属
600302.SH,600302,标准股份,陕西,纺织机械
600303.SH,600303,曙光股份,辽宁,汽车整车
600305.SH,600305,恒顺醋业,江苏,食品
600307.SH,600307,酒钢宏兴,甘肃,普钢
600308.SH,600308,华泰股份,山东,造纸
600309.SH,600309,万华化学,山东,化工原料
600310.SH,600310,广西能源,广西,水力发电
600312.SH,600312,平高电气,河南,电气设备
600313.SH,600313,农发种业,北京,种植业
600315.SH,600315,上海家化,上海,日用化工
600316.SH,600316,洪都航空,江西,航空
600318.SH,600318,新力金融,安徽,多元金融
